chembl_id,molecule_name,proposed_class,evidence_strength,functional_activity_rows,unique_assays,unique_documents,representative_assay,representative_document,representative_readout,representative_description,standardized_smiles,standardized_inchikey,generic_scaffold,passes_prospective_property_filters,review_decision,reviewer,review_notes
CHEMBL199446,CHEMBL199446,antagonist,initial,1,1,1,CHEMBL853546,CHEMBL1148617,Kd,Antagonist potency at cloned recombinant human adenosine A2A receptor transfected in CHO cells by cAMP assay,Cn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccc(F)cc4)cc3)cc2n(C)c1=O,OTTHALQEWXGENA-UHFFFAOYSA-N,CC(CCC1CCC(C2CC3CC(C)CC(C)C3C2)CC1)CC1CCCCC1,True,,,
CHEMBL199717,CHEMBL199717,antagonist,initial,1,1,1,CHEMBL853546,CHEMBL1148617,pA2,Antagonist potency at cloned recombinant human adenosine A2A receptor transfected in CHO cells by cAMP assay,CCCn1c(=O)c2nc(-c3ccc(OCC(=O)c4ccc(C(=O)OCC)cc4)cc3)[nH]c2n(CCC)c1=O,LJMNBDGJENVPGX-UHFFFAOYSA-N,CC1CC(C)C2CC(C3CCC(CCC(C)C4CCCCC4)CC3)CC2C1,False,,,
CHEMBL199808,CHEMBL199808,antagonist,initial,1,1,1,CHEMBL853546,CHEMBL1148617,pA2,Antagonist potency at cloned recombinant human adenosine A2A receptor transfected in CHO cells by cAMP assay,CCCn1c(=O)c2nc(-c3ccc(OCC(=O)c4ccc(Br)cc4)cn3)[nH]c2n(CCC)c1=O,LBMQNZGGBQXQAM-UHFFFAOYSA-N,CC1CC(C)C2CC(C3CCC(CCC(C)C4CCCCC4)CC3)CC2C1,True,,,
CHEMBL199856,CHEMBL199856,antagonist,initial,1,1,1,CHEMBL853546,CHEMBL1148617,pA2,Antagonist potency at cloned recombinant human adenosine A2A receptor transfected in CHO cells by cAMP assay,CCCn1c(=O)c2nc(-c3ccc(OCC(=O)c4ccc(C)cc4)cn3)[nH]c2n(CCC)c1=O,FLISLAXKLUZUMM-UHFFFAOYSA-N,CC1CC(C)C2CC(C3CCC(CCC(C)C4CCCCC4)CC3)CC2C1,True,,,
CHEMBL199910,CHEMBL199910,antagonist,initial,1,1,1,CHEMBL853546,CHEMBL1148617,pA2,Antagonist potency at cloned recombinant human adenosine A2A receptor transfected in CHO cells by cAMP assay,CCCn1c(=O)c2nc(-c3ccc(OCC(=O)c4ccc(C(C)=O)cc4)cc3)[nH]c2n(CCC)c1=O,IKYGXIDQSJMFCL-UHFFFAOYSA-N,CC1CC(C)C2CC(C3CCC(CCC(C)C4CCCCC4)CC3)CC2C1,True,,,
CHEMBL201003,CHEMBL201003,antagonist,initial,1,1,1,CHEMBL853546,CHEMBL1148617,pA2,Antagonist potency at cloned recombinant human adenosine A2A receptor transfected in CHO cells by cAMP assay,CCCn1c(=O)c2nc(-c3ccc(OCC(=O)c4ccc(Br)cc4)nn3)[nH]c2n(CCC)c1=O,ZSSBREIMYBRUHR-UHFFFAOYSA-N,CC1CC(C)C2CC(C3CCC(CCC(C)C4CCCCC4)CC3)CC2C1,True,,,
CHEMBL201217,CHEMBL201217,antagonist,initial,1,1,1,CHEMBL853546,CHEMBL1148617,pA2,Antagonist potency at cloned recombinant human adenosine A2A receptor transfected in CHO cells by cAMP assay,CCCn1c(=O)c2nc(-c3cc(OCC(=O)c4ccc(I)cc4)n(C)n3)[nH]c2n(CCC)c1=O,ZDQNNVOXYCDLRR-UHFFFAOYSA-N,CC1CC(C)C2CC(C3CCC(CCC(C)C4CCCCC4)C3)CC2C1,False,,,
CHEMBL201228,CHEMBL201228,antagonist,initial,1,1,1,CHEMBL853546,CHEMBL1148617,pA2,Antagonist potency at cloned recombinant human adenosine A2A receptor transfected in CHO cells by cAMP assay,CCCn1c(=O)c2nc(-c3ccc(OCC(=O)c4ccc(F)cc4)nn3)[nH]c2n(CCC)c1=O,WRVQXXQRJQOPGG-UHFFFAOYSA-N,CC1CC(C)C2CC(C3CCC(CCC(C)C4CCCCC4)CC3)CC2C1,True,,,
CHEMBL201536,CHEMBL201536,antagonist,initial,1,1,1,CHEMBL853546,CHEMBL1148617,pA2,Antagonist potency at cloned recombinant human adenosine A2A receptor transfected in CHO cells by cAMP assay,CCCn1c(=O)c2nc(-c3ccc(OCC(=O)c4ccc(C(C)=O)cc4)nn3)[nH]c2n(CCC)c1=O,SPOXRFSMVCXUJW-UHFFFAOYSA-N,CC1CC(C)C2CC(C3CCC(CCC(C)C4CCCCC4)CC3)CC2C1,True,,,
CHEMBL201578,CHEMBL201578,antagonist,initial,1,1,1,CHEMBL853546,CHEMBL1148617,pA2,Antagonist potency at cloned recombinant human adenosine A2A receptor transfected in CHO cells by cAMP assay,CCCn1c(=O)c2nc(-c3ccc(OCC(=O)c4ccc(C(=O)OCC)cc4)cn3)[nH]c2n(CCC)c1=O,OGJMAUASQGWCKO-UHFFFAOYSA-N,CC1CC(C)C2CC(C3CCC(CCC(C)C4CCCCC4)CC3)CC2C1,False,,,
CHEMBL201591,CHEMBL201591,antagonist,initial,1,1,1,CHEMBL853546,CHEMBL1148617,pA2,Antagonist potency at cloned recombinant human adenosine A2A receptor transfected in CHO cells by cAMP assay,CCCn1c(=O)c2nc(-c3cc(OCC(=O)c4ccc(C)cc4)n(C)n3)[nH]c2n(CCC)c1=O,CKRYGEIVCKCOFJ-UHFFFAOYSA-N,CC1CC(C)C2CC(C3CCC(CCC(C)C4CCCCC4)C3)CC2C1,True,,,
CHEMBL201608,CHEMBL201608,antagonist,initial,1,1,1,CHEMBL853546,CHEMBL1148617,pA2,Antagonist potency at cloned recombinant human adenosine A2A receptor transfected in CHO cells by cAMP assay,CCCn1c(=O)c2nc(-c3cc(OCC(=O)c4ccc(I)cc4)nn3C)[nH]c2n(CCC)c1=O,VGYGLHLDKUJFHN-UHFFFAOYSA-N,CC1CC(C)C2CC(C3CCC(CCC(C)C4CCCCC4)C3)CC2C1,False,,,
CHEMBL201721,CHEMBL201721,antagonist,initial,1,1,1,CHEMBL853546,CHEMBL1148617,Kd,Antagonist potency at cloned recombinant human adenosine A2A receptor transfected in CHO cells by cAMP assay,Cn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccccc4)cc3)cc2n(C)c1=O,BUEJCBZTDZRXBI-UHFFFAOYSA-N,CC(CCC1CCC(C2CC3CC(C)CC(C)C3C2)CC1)CC1CCCCC1,True,,,
CHEMBL201750,CHEMBL201750,antagonist,initial,1,1,1,CHEMBL853546,CHEMBL1148617,Kd,Antagonist potency at cloned recombinant human adenosine A2A receptor transfected in CHO cells by cAMP assay,COc1cc(OCC(=O)Nc2ccc(Br)cc2)ccc1-c1cc2c([nH]1)c(=O)n(C)c(=O)n2C,FDOSHTFSNUWZRF-UHFFFAOYSA-N,CC(CCC1CCC(C2CC3CC(C)CC(C)C3C2)CC1)CC1CCCCC1,True,,,
CHEMBL202925,CHEMBL202925,antagonist,initial,1,1,1,CHEMBL853546,CHEMBL1148617,pA2,Antagonist potency at cloned recombinant human adenosine A2A receptor transfected in CHO cells by cAMP assay,CCCn1c(=O)c2nc(-c3ccc(OCC(=O)c4ccc(C(=O)OCC)cc4)nn3)[nH]c2n(CCC)c1=O,QSJLXZWSNFMWSF-UHFFFAOYSA-N,CC1CC(C)C2CC(C3CCC(CCC(C)C4CCCCC4)CC3)CC2C1,False,,,
CHEMBL203208,CHEMBL203208,antagonist,initial,1,1,1,CHEMBL853546,CHEMBL1148617,pA2,Antagonist potency at cloned recombinant human adenosine A2A receptor transfected in CHO cells by cAMP assay,CCCn1c(=O)c2nc(-c3ccc(OCC(=O)c4ccc(C)cc4)nn3)[nH]c2n(CCC)c1=O,VZFIJXATYULKSH-UHFFFAOYSA-N,CC1CC(C)C2CC(C3CCC(CCC(C)C4CCCCC4)CC3)CC2C1,True,,,
CHEMBL203467,CHEMBL203467,antagonist,initial,1,1,1,CHEMBL853546,CHEMBL1148617,pA2,Antagonist potency at cloned recombinant human adenosine A2A receptor transfected in CHO cells by cAMP assay,CCCn1c(=O)c2nc(-c3cc(OCC(=O)c4ccc(C(=O)OCC)cc4)n(C)n3)[nH]c2n(CCC)c1=O,PWYIETJDRCJYLI-UHFFFAOYSA-N,CC1CC(C)C2CC(C3CCC(CCC(C)C4CCCCC4)C3)CC2C1,False,,,
CHEMBL2042059,CHEMBL2042059,antagonist,initial,1,1,1,CHEMBL2045255,CHEMBL2040792,pKb,Antagonist activity at human adenosine A2A receptor expressed in CHO cells assessed as inhibition of NECA-induced cAMP accumulation incubated for 15 mins prior to NECA-induction measured after 15 mins by enzyme immunoassay relative to control,COc1cccc2cc(C(=O)NC3CCCCC3)c(=N)oc12,LUFDYZFYLCODSE-UHFFFAOYSA-N,CC(CC1CCCCC1)C1CC2CCCCC2CC1C,True,,,
CHEMBL2042062,CHEMBL2042062,antagonist,initial,1,1,1,CHEMBL2045255,CHEMBL2040792,pKb,Antagonist activity at human adenosine A2A receptor expressed in CHO cells assessed as inhibition of NECA-induced cAMP accumulation incubated for 15 mins prior to NECA-induction measured after 15 mins by enzyme immunoassay relative to control,COc1cccc2cc(C(=O)NCCCOCCCCOCCCNC(=O)c3cc4cccc(OC)c4oc3=N)c(=N)oc12,JNCOYVVDNPCLKB-UHFFFAOYSA-N,CC(CCCCCCCCCCCCCCC(C)C1CC2CCCCC2CC1C)C1CC2CCCCC2CC1C,False,,,
CHEMBL2042073,CHEMBL2042073,antagonist,initial,1,1,1,CHEMBL2045255,CHEMBL2040792,pKb,Antagonist activity at human adenosine A2A receptor expressed in CHO cells assessed as inhibition of NECA-induced cAMP accumulation incubated for 15 mins prior to NECA-induction measured after 15 mins by enzyme immunoassay relative to control,COc1cccc2cc(C(=O)NCCc3ccc(O)cc3)c(=N)oc12,FZDOJZCUDKGLGL-UHFFFAOYSA-N,CC(CCCC1CCCCC1)C1CC2CCCCC2CC1C,True,,,
CHEMBL2042081,CHEMBL2042081,antagonist,initial,1,1,1,CHEMBL2045255,CHEMBL2040792,pKb,Antagonist activity at human adenosine A2A receptor expressed in CHO cells assessed as inhibition of NECA-induced cAMP accumulation incubated for 15 mins prior to NECA-induction measured after 15 mins by enzyme immunoassay relative to control,COc1cccc2cc(C(=O)Nc3c(C#N)ncn3-c3ccc(F)cc3)c(=N)oc12,VLBFZMVIQCLDRL-UHFFFAOYSA-N,CC1CC2CCCCC2CC1C(C)CC1CCCC1C1CCCCC1,True,,,
CHEMBL2153620,CHEMBL2153620,antagonist,initial,1,1,1,CHEMBL2154401,CHEMBL2150901,Kb,Antagonist activity human recombinant adenosine A2A receptor expressed in CHO cells assessed as inhibition of NECA-mediated [3H]cAMP accumulation after 15 mins by liquid scintillation counting,CC1CCC(N2CCCn3c2nc2c3c(=O)n(C)c(=O)n2C)CC1,HXKSIAZEWSOTLE-UHFFFAOYSA-N,CC1CC(C)C2C(C1)CC1C(C3CCCCC3)CCCC12,True,,,
CHEMBL2153627,CHEMBL2153627,antagonist,initial,1,1,1,CHEMBL2154401,CHEMBL2150901,Kb,Antagonist activity human recombinant adenosine A2A receptor expressed in CHO cells assessed as inhibition of NECA-mediated [3H]cAMP accumulation after 15 mins by liquid scintillation counting,Cn1c(=O)c2c(nc3n2CCCN3CC2CC2)n(C)c1=O,YRBJBKSUFQWHDB-UHFFFAOYSA-N,CC1CC(C)C2C(C1)CC1C(CC3CC3)CCCC12,True,,,
CHEMBL2153629,CHEMBL2153629,antagonist,initial,1,1,1,CHEMBL2154401,CHEMBL2150901,Kb,Antagonist activity human recombinant adenosine A2A receptor expressed in CHO cells assessed as inhibition of NECA-mediated [3H]cAMP accumulation after 15 mins by liquid scintillation counting,Cn1c(=O)c2c(nc3n2CCN3C2CCCCCCC2)n(C)c1=O,BMVNEXDBQUNWCE-UHFFFAOYSA-N,CC1CC(C)C2C(C1)CC1C(C3CCCCCCC3)CCC12,True,,,
CHEMBL2165799,CHEMBL2165799,antagonist,initial,1,1,1,CHEMBL2167687,CHEMBL2163234,Ki,Antagonist activity at human Adenosine receptor A2a assessed as inhibition of cAMP production,Nc1nc(-c2ccccc2)c2c(n1)-c1cc(Cc3cncc(F)c3)ccc1C2=O,SGXSQJCDFWYGRN-UHFFFAOYSA-N,CC1C2CCC(CC3CCCCC3)CC2C2CCCC(C3CCCCC3)C12,True,,,
CHEMBL2165800,CHEMBL2165800,antagonist,initial,1,1,1,CHEMBL2167687,CHEMBL2163234,Ki,Antagonist activity at human Adenosine receptor A2a assessed as inhibition of cAMP production,Nc1nc(-c2ccccc2)c2c(n1)-c1cc(Cc3ccncc3F)ccc1C2=O,JEKOIWILWQACKQ-UHFFFAOYSA-N,CC1C2CCC(CC3CCCCC3)CC2C2CCCC(C3CCCCC3)C12,True,,,
CHEMBL2165801,CHEMBL2165801,antagonist,initial,1,1,1,CHEMBL2167687,CHEMBL2163234,Ki,Antagonist activity at human Adenosine receptor A2a assessed as inhibition of cAMP production,Nc1nc(-c2ccccc2)c2c(n1)-c1cc(Cc3cnccc3Cl)ccc1C2=O,BLTKTCQOSSTUDS-UHFFFAOYSA-N,CC1C2CCC(CC3CCCCC3)CC2C2CCCC(C3CCCCC3)C12,True,,,
CHEMBL2165802,CHEMBL2165802,antagonist,initial,1,1,1,CHEMBL2167687,CHEMBL2163234,Ki,Antagonist activity at human Adenosine receptor A2a assessed as inhibition of cAMP production,Nc1nc(-c2ccccc2)c2c(n1)-c1cc(C(=O)c3cccnc3)ccc1C2=O,WMZRGJNFVYCBOW-UHFFFAOYSA-N,CC(C1CCCCC1)C1CCC2C(C)C3C(C4CCCCC4)CCCC3C2C1,True,,,
CHEMBL2165803,CHEMBL2165803,antagonist,initial,1,1,1,CHEMBL2167687,CHEMBL2163234,Ki,Antagonist activity at human Adenosine receptor A2a assessed as inhibition of cAMP production,Nc1nc(-c2ccccc2)c2c(n1)-c1cc(C(F)(F)c3cccnc3)ccc1C2=O,POPYYVZUAWNIHD-UHFFFAOYSA-N,CC1C2CCC(CC3CCCCC3)CC2C2CCCC(C3CCCCC3)C12,True,,,
CHEMBL2165804,CHEMBL2165804,antagonist,initial,1,1,1,CHEMBL2167687,CHEMBL2163234,Ki,Antagonist activity at human Adenosine receptor A2a assessed as inhibition of cAMP production,CC(C)n1cc(-c2ncc(N)nc2-c2ccc(F)cc2)ccc1=O,MNUJNGGYFNZUNB-UHFFFAOYSA-N,CC1CCC(C2CCCCC2C2CCCCC2)CC1,True,,,
CHEMBL2165805,CHEMBL2165805,antagonist,initial,1,1,1,CHEMBL2167687,CHEMBL2163234,Ki,Antagonist activity at human Adenosine receptor A2a assessed as inhibition of cAMP production,CC1CC[C@@H](C)N1Cc1ccc2c(c1)-c1nc(N)nc(-c3ccccc3)c1C2=O,GQNKLNZBZDEAMD-GICMACPYSA-N,CC1C2CCC(CC3CCCC3)CC2C2CCCC(C3CCCCC3)C12,True,,,
CHEMBL2165806,CHEMBL2165806,antagonist,initial,1,1,1,CHEMBL2167687,CHEMBL2163234,Ki,Antagonist activity at human Adenosine receptor A2a assessed as inhibition of cAMP production,Nc1nc(-c2ccccc2)c2c(n1)-c1cc(CN3C4CCC3CC4)ccc1C2=O,CTSJRKVVECGHGZ-UHFFFAOYSA-N,CC1C2CCC(CC3C4CCC3CC4)CC2C2CCCC(C3CCCCC3)C12,True,,,
CHEMBL2165807,CHEMBL2165807,antagonist,initial,1,1,1,CHEMBL2167687,CHEMBL2163234,Ki,Antagonist activity at human Adenosine receptor A2a assessed as inhibition of cAMP production,Nc1nc(-c2ccccc2)c2c(n1)-c1cc(Cc3cccnc3)ccc1C2=O,MOPAHRHEKKVOML-UHFFFAOYSA-N,CC1C2CCC(CC3CCCCC3)CC2C2CCCC(C3CCCCC3)C12,True,,,
CHEMBL2165808,CHEMBL2165808,antagonist,initial,1,1,1,CHEMBL2167687,CHEMBL2163234,Ki,Antagonist activity at human Adenosine receptor A2a assessed as inhibition of cAMP production,N#Cc1cncc(Cc2ccc3c(c2)-c2nc(N)nc(-c4ccccc4)c2C3=O)c1,RKKAXBCWGKKVRK-UHFFFAOYSA-N,CC1C2CCC(CC3CCCCC3)CC2C2CCCC(C3CCCCC3)C12,True,,,
CHEMBL2377084,CHEMBL2377084,antagonist,initial,1,1,1,CHEMBL2380019,CHEMBL2375358,Ki,Antagonist activity at human adenosine A2a receptor expressed in CHOK1 cells assessed as inhibition of NECA/forskolin-induced cAMP accumulation incubated for 15 mins prior to NECA/forskolin challenge measured after 5.5 to 6 hrs by beta-galactosidase reporter gene assay,Cc1nc(-c2nc(N)c3cc(Cc4ccccc4)sc3n2)cs1,APRCSRZMJCGPNC-UHFFFAOYSA-N,C1CCC(CC2CC3CCC(C4CCCC4)CC3C2)CC1,True,,,
CHEMBL2377085,CHEMBL2377085,antagonist,initial,1,1,1,CHEMBL2380019,CHEMBL2375358,Ki,Antagonist activity at human adenosine A2a receptor expressed in CHOK1 cells assessed as inhibition of NECA/forskolin-induced cAMP accumulation incubated for 15 mins prior to NECA/forskolin challenge measured after 5.5 to 6 hrs by beta-galactosidase reporter gene assay,Cn1cnc(-c2nc(N)c3cc(Cc4ccccc4)sc3n2)c1,IALIDEAJOWYECV-UHFFFAOYSA-N,C1CCC(CC2CC3CCC(C4CCCC4)CC3C2)CC1,True,,,
CHEMBL2377086,CHEMBL2377086,antagonist,initial,1,1,1,CHEMBL2380019,CHEMBL2375358,Ki,Antagonist activity at human adenosine A2a receptor expressed in CHOK1 cells assessed as inhibition of NECA/forskolin-induced cAMP accumulation incubated for 15 mins prior to NECA/forskolin challenge measured after 5.5 to 6 hrs by beta-galactosidase reporter gene assay,Nc1nc(-c2ccccc2)nc2sccc12,VQUWVROZMNLFDC-UHFFFAOYSA-N,C1CCC(C2CCC3CCCC3C2)CC1,True,,,
CHEMBL2377087,CHEMBL2377087,antagonist,initial,1,1,1,CHEMBL2380019,CHEMBL2375358,Ki,Antagonist activity at human adenosine A2a receptor expressed in CHOK1 cells assessed as inhibition of NECA/forskolin-induced cAMP accumulation incubated for 15 mins prior to NECA/forskolin challenge measured after 5.5 to 6 hrs by beta-galactosidase reporter gene assay,Nc1nc(-c2ccccc2)nc2sc(-c3ccccc3)cc12,DOOVOCKWYMYRGX-UHFFFAOYSA-N,C1CCC(C2CCC3CC(C4CCCCC4)CC3C2)CC1,True,,,
CHEMBL2377088,CHEMBL2377088,antagonist,initial,1,1,1,CHEMBL2380019,CHEMBL2375358,Ki,Antagonist activity at human adenosine A2a receptor expressed in CHOK1 cells assessed as inhibition of NECA/forskolin-induced cAMP accumulation incubated for 15 mins prior to NECA/forskolin challenge measured after 5.5 to 6 hrs by beta-galactosidase reporter gene assay,Nc1nc(-c2ccccc2)nc2sc(Cc3ccccc3)cc12,YCJUYKBUDGJHNY-UHFFFAOYSA-N,C1CCC(CC2CC3CCC(C4CCCCC4)CC3C2)CC1,True,,,
CHEMBL2377089,CHEMBL2377089,antagonist,initial,1,1,1,CHEMBL2380019,CHEMBL2375358,Ki,Antagonist activity at human adenosine A2a receptor expressed in CHOK1 cells assessed as inhibition of NECA/forskolin-induced cAMP accumulation incubated for 15 mins prior to NECA/forskolin challenge measured after 5.5 to 6 hrs by beta-galactosidase reporter gene assay,Nc1nc(-c2ccccc2)nc2sc(CCc3ccccc3)cc12,CDJGHJCXXQGCRZ-UHFFFAOYSA-N,C1CCC(CCC2CC3CCC(C4CCCCC4)CC3C2)CC1,True,,,
CHEMBL2377090,CHEMBL2377090,antagonist,initial,1,1,1,CHEMBL2380019,CHEMBL2375358,Ki,Antagonist activity at human adenosine A2a receptor expressed in CHOK1 cells assessed as inhibition of NECA/forskolin-induced cAMP accumulation incubated for 15 mins prior to NECA/forskolin challenge measured after 5.5 to 6 hrs by beta-galactosidase reporter gene assay,N#Cc1cccc(-c2nc(N)c3cc(Cc4ccccc4)sc3n2)c1,KJFGCCBQFGTIJE-UHFFFAOYSA-N,C1CCC(CC2CC3CCC(C4CCCCC4)CC3C2)CC1,True,,,
CHEMBL2377091,CHEMBL2377091,antagonist,initial,1,1,1,CHEMBL2380019,CHEMBL2375358,Ki,Antagonist activity at human adenosine A2a receptor expressed in CHOK1 cells assessed as inhibition of NECA/forskolin-induced cAMP accumulation incubated for 15 mins prior to NECA/forskolin challenge measured after 5.5 to 6 hrs by beta-galactosidase reporter gene assay,COc1ccccc1Cc1cc2c(N)nc(-c3cccc(C#N)c3)nc2s1,HCPSIVGZIXIKOE-UHFFFAOYSA-N,C1CCC(CC2CC3CCC(C4CCCCC4)CC3C2)CC1,True,,,
CHEMBL2377092,CHEMBL2377092,antagonist,initial,1,1,1,CHEMBL2380019,CHEMBL2375358,Ki,Antagonist activity at human adenosine A2a receptor expressed in CHOK1 cells assessed as inhibition of NECA/forskolin-induced cAMP accumulation incubated for 15 mins prior to NECA/forskolin challenge measured after 5.5 to 6 hrs by beta-galactosidase reporter gene assay,N#Cc1cccc(-c2nc(N)c3cc(Cc4ccccc4Cl)sc3n2)c1,XLXCMWODNIWATL-UHFFFAOYSA-N,C1CCC(CC2CC3CCC(C4CCCCC4)CC3C2)CC1,True,,,
CHEMBL2377093,CHEMBL2377093,antagonist,initial,1,1,1,CHEMBL2380019,CHEMBL2375358,Ki,Antagonist activity at human adenosine A2a receptor expressed in CHOK1 cells assessed as inhibition of NECA/forskolin-induced cAMP accumulation incubated for 15 mins prior to NECA/forskolin challenge measured after 5.5 to 6 hrs by beta-galactosidase reporter gene assay,N#Cc1cccc(-c2nc(N)c3cc(Cc4ccccc4F)sc3n2)c1,UBDBXZOMLBXFOB-UHFFFAOYSA-N,C1CCC(CC2CC3CCC(C4CCCCC4)CC3C2)CC1,True,,,
CHEMBL2377094,CHEMBL2377094,antagonist,initial,1,1,1,CHEMBL2380019,CHEMBL2375358,Ki,Antagonist activity at human adenosine A2a receptor expressed in CHOK1 cells assessed as inhibition of NECA/forskolin-induced cAMP accumulation incubated for 15 mins prior to NECA/forskolin challenge measured after 5.5 to 6 hrs by beta-galactosidase reporter gene assay,CC(c1ccccc1)c1cc2c(N)nc(-c3cccc(C#N)c3)nc2s1,DSUOREHBHQCFIO-UHFFFAOYSA-N,C1CCC(CC2CC3CCC(C4CCCCC4)CC3C2)CC1,True,,,
CHEMBL2377095,CHEMBL2377095,antagonist,initial,1,1,1,CHEMBL2380019,CHEMBL2375358,Ki,Antagonist activity at human adenosine A2a receptor expressed in CHOK1 cells assessed as inhibition of NECA/forskolin-induced cAMP accumulation incubated for 15 mins prior to NECA/forskolin challenge measured after 5.5 to 6 hrs by beta-galactosidase reporter gene assay,C=C(c1ccccc1)c1cc2c(N)nc(-c3cccc(C#N)c3)nc2s1,BHVPOSFNSGUGIO-UHFFFAOYSA-N,CC(C1CCCCC1)C1CC2CCC(C3CCCCC3)CC2C1,True,,,
CHEMBL2377096,CHEMBL2377096,antagonist,initial,1,1,1,CHEMBL2380019,CHEMBL2375358,Ki,Antagonist activity at human adenosine A2a receptor expressed in CHOK1 cells assessed as inhibition of NECA/forskolin-induced cAMP accumulation incubated for 15 mins prior to NECA/forskolin challenge measured after 5.5 to 6 hrs by beta-galactosidase reporter gene assay,N#Cc1cccc(-c2nc(N)c3cc(C4(c5ccccc5)CC4)sc3n2)c1,JWFFZYKQEFJTQY-UHFFFAOYSA-N,C1CCC(C2CCC3CC(C4(C5CCCCC5)CC4)CC3C2)CC1,True,,,
CHEMBL2377097,CHEMBL2377097,antagonist,initial,1,1,1,CHEMBL2380019,CHEMBL2375358,Ki,Antagonist activity at human adenosine A2a receptor expressed in CHOK1 cells assessed as inhibition of NECA/forskolin-induced cAMP accumulation incubated for 15 mins prior to NECA/forskolin challenge measured after 5.5 to 6 hrs by beta-galactosidase reporter gene assay,Nc1nc(-c2cccc(F)c2)nc2sc(Cc3ccccc3)cc12,BRMQUXUPXMYYIL-UHFFFAOYSA-N,C1CCC(CC2CC3CCC(C4CCCCC4)CC3C2)CC1,True,,,
CHEMBL2377098,CHEMBL2377098,antagonist,initial,1,1,1,CHEMBL2380019,CHEMBL2375358,Ki,Antagonist activity at human adenosine A2a receptor expressed in CHOK1 cells assessed as inhibition of NECA/forskolin-induced cAMP accumulation incubated for 15 mins prior to NECA/forskolin challenge measured after 5.5 to 6 hrs by beta-galactosidase reporter gene assay,Nc1nc(-c2cccc(C(F)(F)F)c2)nc2sc(Cc3ccccc3)cc12,PKRVBBALEJXYBE-UHFFFAOYSA-N,C1CCC(CC2CC3CCC(C4CCCCC4)CC3C2)CC1,True,,,
CHEMBL2377099,CHEMBL2377099,antagonist,initial,1,1,1,CHEMBL2380019,CHEMBL2375358,Ki,Antagonist activity at human adenosine A2a receptor expressed in CHOK1 cells assessed as inhibition of NECA/forskolin-induced cAMP accumulation incubated for 15 mins prior to NECA/forskolin challenge measured after 5.5 to 6 hrs by beta-galactosidase reporter gene assay,COc1cccc(-c2nc(N)c3cc(Cc4ccccc4)sc3n2)c1,ULJTUNXFPWCVPW-UHFFFAOYSA-N,C1CCC(CC2CC3CCC(C4CCCCC4)CC3C2)CC1,True,,,
CHEMBL2377100,CHEMBL2377100,antagonist,initial,1,1,1,CHEMBL2380019,CHEMBL2375358,Ki,Antagonist activity at human adenosine A2a receptor expressed in CHOK1 cells assessed as inhibition of NECA/forskolin-induced cAMP accumulation incubated for 15 mins prior to NECA/forskolin challenge measured after 5.5 to 6 hrs by beta-galactosidase reporter gene assay,Nc1nc(-c2ccccn2)nc2sc(Cc3ccccc3)cc12,BCOZEEXKYOJQRS-UHFFFAOYSA-N,C1CCC(CC2CC3CCC(C4CCCCC4)CC3C2)CC1,True,,,
CHEMBL2377101,CHEMBL2377101,antagonist,initial,1,1,1,CHEMBL2380019,CHEMBL2375358,Ki,Antagonist activity at human adenosine A2a receptor expressed in CHOK1 cells assessed as inhibition of NECA/forskolin-induced cAMP accumulation incubated for 15 mins prior to NECA/forskolin challenge measured after 5.5 to 6 hrs by beta-galactosidase reporter gene assay,Nc1nc(-c2cccnc2)nc2sc(Cc3ccccc3)cc12,ZIPXHYWCPDUDDE-UHFFFAOYSA-N,C1CCC(CC2CC3CCC(C4CCCCC4)CC3C2)CC1,True,,,
CHEMBL2377102,CHEMBL2377102,antagonist,initial,1,1,1,CHEMBL2380019,CHEMBL2375358,Ki,Antagonist activity at human adenosine A2a receptor expressed in CHOK1 cells assessed as inhibition of NECA/forskolin-induced cAMP accumulation incubated for 15 mins prior to NECA/forskolin challenge measured after 5.5 to 6 hrs by beta-galactosidase reporter gene assay,Nc1nc(-c2ccncc2)nc2sc(Cc3ccccc3)cc12,YRAKFXFULYRCLD-UHFFFAOYSA-N,C1CCC(CC2CC3CCC(C4CCCCC4)CC3C2)CC1,True,,,
CHEMBL2377103,CHEMBL2377103,antagonist,initial,1,1,1,CHEMBL2380019,CHEMBL2375358,Ki,Antagonist activity at human adenosine A2a receptor expressed in CHOK1 cells assessed as inhibition of NECA/forskolin-induced cAMP accumulation incubated for 15 mins prior to NECA/forskolin challenge measured after 5.5 to 6 hrs by beta-galactosidase reporter gene assay,Nc1nc(-c2cnccn2)nc2sc(Cc3ccccc3)cc12,WOPLPHFZOGXYJK-UHFFFAOYSA-N,C1CCC(CC2CC3CCC(C4CCCCC4)CC3C2)CC1,True,,,
CHEMBL2377104,CHEMBL2377104,antagonist,initial,1,1,1,CHEMBL2380019,CHEMBL2375358,Ki,Antagonist activity at human adenosine A2a receptor expressed in CHOK1 cells assessed as inhibition of NECA/forskolin-induced cAMP accumulation incubated for 15 mins prior to NECA/forskolin challenge measured after 5.5 to 6 hrs by beta-galactosidase reporter gene assay,Nc1nc(-c2ncccn2)nc2sc(Cc3ccccc3)cc12,ZAJVOCNBXNLYGC-UHFFFAOYSA-N,C1CCC(CC2CC3CCC(C4CCCCC4)CC3C2)CC1,True,,,
