chembl_id,molecule_name,proposed_class,evidence_strength,functional_activity_rows,unique_assays,unique_documents,representative_assay,representative_document,representative_readout,representative_description,standardized_smiles,standardized_inchikey,generic_scaffold,passes_prospective_property_filters,review_decision,reviewer,review_notes
CHEMBL4077152,CHEMBL4077152,agonist,medium,3,3,1,CHEMBL4048590,CHEMBL4043287,EC50,Agonist activity at human A2A-AR expressed in FlpIn-CHO cells assessed as inhibition of forskolin-stimulated cAMP accumulation preincubated for 40 mins followed by forskolin addition measured after 30 mins by Alphascreen assay,Nc1sc(-c2ccc(C(=O)NCCCCCCNc3nc(Cl)nc4c3ncn4[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)cc2)c(-c2cccc(C(F)(F)F)c2)c1C(=O)c1ccccc1,SABXRMWBGGNRRQ-VNXSDAFKSA-N,CC(CCCCCCCCC1CCCC2C(C3CCCC3)CCC12)C1CCC(C2CCC(C(C)C3CCCCC3)C2C2CCCCC2)CC1,False,,,
CHEMBL4078479,CHEMBL4078479,agonist,medium,2,2,1,CHEMBL4052151,CHEMBL4049451,EC50,Agonist activity at recombinant human adenosine A2A receptor expressed in CHO cell membranes assessed as stimulation of adenylyl cyclase activity by [alpha-32P]ATP assay,CCn1nnc([C@H]2O[C@@H](n3cnc4c(NCc5cccc(I)c5)ncnc43)[C@H](O)[C@@H]2O)n1,UOCLQDXADVVNRE-QCUYGVNKSA-N,C1CCC(CCC2CCCC3C2CCC3C2CCC(C3CCCC3)C2)CC1,False,,,
CHEMBL4078771,CHEMBL4078771,agonist,medium,3,3,1,CHEMBL4048590,CHEMBL4043287,EC50,Agonist activity at human A2A-AR expressed in FlpIn-CHO cells assessed as inhibition of forskolin-stimulated cAMP accumulation preincubated for 40 mins followed by forskolin addition measured after 30 mins by Alphascreen assay,O=C(NCCCCCCNc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O)c1cccc(-c2cc(C(=O)c3ccccc3)cs2)c1,VNLXNZKBNFBWLX-DBBYQSBISA-N,CC(CCCCCCCCC1CCCC2C(C3CCCC3)CCC12)C1CCCC(C2CCC(C(C)C3CCCCC3)C2)C1,False,,,
CHEMBL4079433,CHEMBL4079433,agonist,medium,2,2,1,CHEMBL4052151,CHEMBL4049451,EC50,Agonist activity at recombinant human adenosine A2A receptor expressed in CHO cell membranes assessed as stimulation of adenylyl cyclase activity by [alpha-32P]ATP assay,CCn1nnc([C@H]2O[C@@H](n3cnc4c(NCc5cccc(F)c5)nc(Cl)nc43)[C@H](O)[C@@H]2O)n1,CZCUVDQEGPHUNS-MOROJQBDSA-N,C1CCC(CCC2CCCC3C2CCC3C2CCC(C3CCCC3)C2)CC1,True,,,
CHEMBL4081224,CHEMBL4081224,agonist,medium,3,3,1,CHEMBL4048590,CHEMBL4043287,EC50,Agonist activity at human A2A-AR expressed in FlpIn-CHO cells assessed as inhibition of forskolin-stimulated cAMP accumulation preincubated for 40 mins followed by forskolin addition measured after 30 mins by Alphascreen assay,Nc1cc(-c2cccc(C(F)(F)F)c2)c(-c2ccc(C(=O)NCCCCCCNc3ncnc4c3ncn4[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)cc2)s1,LYERBOIYNGNNDJ-PAGZJXIJSA-N,CC(CCCCCCCCC1CCCC2C(C3CCCC3)CCC12)C1CCC(C2CCCC2C2CCCCC2)CC1,False,,,
CHEMBL4081876,CHEMBL4081876,agonist,medium,2,2,1,CHEMBL4052151,CHEMBL4049451,EC50,Agonist activity at recombinant human adenosine A2A receptor expressed in CHO cell membranes assessed as stimulation of adenylyl cyclase activity by [alpha-32P]ATP assay,CCn1nnc([C@H]2O[C@@H](n3cnc4c(NCc5cccc(Br)c5)ncnc43)[C@H](O)[C@@H]2O)n1,QPIBSUKMBDQPIK-QCUYGVNKSA-N,C1CCC(CCC2CCCC3C2CCC3C2CCC(C3CCCC3)C2)CC1,True,,,
CHEMBL4085418,CHEMBL4085418,agonist,medium,3,3,1,CHEMBL4048590,CHEMBL4043287,EC50,Agonist activity at human A2A-AR expressed in FlpIn-CHO cells assessed as inhibition of forskolin-stimulated cAMP accumulation preincubated for 40 mins followed by forskolin addition measured after 30 mins by Alphascreen assay,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(NCCCCCCNC(=O)c4ccc(-c5sc(N)c(C(=O)c6ccccc6)c5-c5cccc(C(F)(F)F)c5)cc4)ncnc32)[C@H](O)[C@@H]1O,WNXVWBOZHBIVFS-RAWSDIALSA-N,CC(CCCCCCCCC1CCCC2C(C3CCCC3)CCC12)C1CCC(C2CCC(C(C)C3CCCCC3)C2C2CCCCC2)CC1,False,,,
CHEMBL4086325,CHEMBL4086325,agonist,medium,2,2,1,CHEMBL4052151,CHEMBL4049451,EC50,Agonist activity at recombinant human adenosine A2A receptor expressed in CHO cell membranes assessed as stimulation of adenylyl cyclase activity by [alpha-32P]ATP assay,CCn1nnc([C@H]2O[C@@H](n3cnc4c(NCc5ccco5)nc(Cl)nc43)[C@H](O)[C@@H]2O)n1,RSWOHMDZHKBLBZ-MEQWQQMJSA-N,C1CCC(CCC2CCCC3C2CCC3C2CCC(C3CCCC3)C2)C1,True,,,
CHEMBL4086624,CHEMBL4086624,agonist,medium,3,3,1,CHEMBL4048590,CHEMBL4043287,EC50,Agonist activity at human A2A-AR expressed in FlpIn-CHO cells assessed as inhibition of forskolin-stimulated cAMP accumulation preincubated for 40 mins followed by forskolin addition measured after 30 mins by Alphascreen assay,O=C(NCCCCCCNc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O)c1cccc(-c2cccs2)c1,YABCZTCFQUWVEM-CPLTYXLBSA-N,CC(CCCCCCCCC1CCCC2C(C3CCCC3)CCC12)C1CCCC(C2CCCC2)C1,False,,,
CHEMBL4087306,CHEMBL4087306,agonist,medium,2,2,1,CHEMBL4052151,CHEMBL4049451,EC50,Agonist activity at recombinant human adenosine A2A receptor expressed in CHO cell membranes assessed as stimulation of adenylyl cyclase activity by [alpha-32P]ATP assay,CCn1nnc([C@H]2O[C@@H](n3cnc4c(NCC5CC5)ncnc43)[C@H](O)[C@@H]2O)n1,JHUFDJIJVKFFOF-MEQWQQMJSA-N,C1CCC(C2CCC(C3CCC4C(CCC5CC5)CCCC43)C2)C1,True,,,
CHEMBL4089092,CHEMBL4089092,agonist,medium,3,3,1,CHEMBL4048590,CHEMBL4043287,EC50,Agonist activity at human A2A-AR expressed in FlpIn-CHO cells assessed as inhibition of forskolin-stimulated cAMP accumulation preincubated for 40 mins followed by forskolin addition measured after 30 mins by Alphascreen assay,O=C(NCCCCCCNc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O)c1ccc(-c2sccc2-c2cccc(C(F)(F)F)c2)cc1,TYWKEAGMNBCENW-IXXGIDSLSA-N,CC(CCCCCCCCC1CCCC2C(C3CCCC3)CCC12)C1CCC(C2CCCC2C2CCCCC2)CC1,False,,,
CHEMBL4089741,CHEMBL4089741,agonist,medium,2,2,1,CHEMBL4052151,CHEMBL4049451,EC50,Agonist activity at recombinant human adenosine A2A receptor expressed in CHO cell membranes assessed as stimulation of adenylyl cyclase activity by [alpha-32P]ATP assay,CCn1nnc([C@H]2O[C@@H](n3cnc4c(NCc5cccs5)ncnc43)[C@H](O)[C@@H]2O)n1,GUBKGLDQJZXPTI-PFHKOEEOSA-N,C1CCC(CCC2CCCC3C2CCC3C2CCC(C3CCCC3)C2)C1,True,,,
CHEMBL4096796,CHEMBL4096796,agonist,medium,3,3,1,CHEMBL4048590,CHEMBL4043287,EC50,Agonist activity at human A2A-AR expressed in FlpIn-CHO cells assessed as inhibition of forskolin-stimulated cAMP accumulation preincubated for 40 mins followed by forskolin addition measured after 30 mins by Alphascreen assay,Nc1ccc(-c2cccc(C(=O)NCCCCCCNc3ncnc4c3ncn4[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2)s1,XPWJOKLEKNEYIH-TXAJWUPVSA-N,CC(CCCCCCCCC1CCCC2C(C3CCCC3)CCC12)C1CCCC(C2CCCC2)C1,False,,,
CHEMBL4097468,CHEMBL4097468,agonist,medium,2,2,1,CHEMBL4052151,CHEMBL4049451,EC50,Agonist activity at recombinant human adenosine A2A receptor expressed in CHO cell membranes assessed as stimulation of adenylyl cyclase activity by [alpha-32P]ATP assay,CCn1nnc([C@H]2O[C@@H](n3cnc4c(NCc5cccc(F)c5)ncnc43)[C@H](O)[C@@H]2O)n1,PWGOJUSCXLZCQN-QCUYGVNKSA-N,C1CCC(CCC2CCCC3C2CCC3C2CCC(C3CCCC3)C2)CC1,True,,,
CHEMBL4098377,CHEMBL4098377,agonist,medium,2,2,1,CHEMBL4052151,CHEMBL4049451,EC50,Agonist activity at recombinant human adenosine A2A receptor expressed in CHO cell membranes assessed as stimulation of adenylyl cyclase activity by [alpha-32P]ATP assay,CCn1nnc([C@H]2O[C@@H](n3cnc4c(NCc5cccc(Cl)c5)nc(Cl)nc43)[C@H](O)[C@@H]2O)n1,JVDFTJZTGYGKHA-MOROJQBDSA-N,C1CCC(CCC2CCCC3C2CCC3C2CCC(C3CCCC3)C2)CC1,True,,,
CHEMBL4100130,CHEMBL4100130,agonist,medium,2,2,1,CHEMBL4052151,CHEMBL4049451,EC50,Agonist activity at recombinant human adenosine A2A receptor expressed in CHO cell membranes assessed as stimulation of adenylyl cyclase activity by [alpha-32P]ATP assay,CCn1nnc([C@H]2O[C@@H](n3cnc4c(NCc5ccc(Cl)cc5F)nc(Cl)nc43)[C@H](O)[C@@H]2O)n1,UZFDWTZKFFINRX-MOROJQBDSA-N,C1CCC(CCC2CCCC3C2CCC3C2CCC(C3CCCC3)C2)CC1,True,,,
CHEMBL4101850,CHEMBL4101850,agonist,medium,3,3,1,CHEMBL4048590,CHEMBL4043287,EC50,Agonist activity at human A2A-AR expressed in FlpIn-CHO cells assessed as inhibition of forskolin-stimulated cAMP accumulation preincubated for 40 mins followed by forskolin addition measured after 30 mins by Alphascreen assay,Nc1sc(-c2cccc(C(=O)NCCCCCCNc3ncnc4c3ncn4[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2)c(-c2cccc(C(F)(F)F)c2)c1C(=O)c1ccccc1,KMONYHYNVWVKIZ-IYRWRCLLSA-N,CC(CCCCCCCCC1CCCC2C(C3CCCC3)CCC12)C1CCCC(C2CCC(C(C)C3CCCCC3)C2C2CCCCC2)C1,False,,,
CHEMBL4102750,CHEMBL4102750,agonist,medium,2,2,1,CHEMBL4052151,CHEMBL4049451,EC50,Agonist activity at recombinant human adenosine A2A receptor expressed in CHO cell membranes assessed as stimulation of adenylyl cyclase activity by [alpha-32P]ATP assay,CCn1nnc([C@H]2O[C@@H](n3cnc4c(NCc5ccc(Cl)cc5F)ncnc43)[C@H](O)[C@@H]2O)n1,OQGPQUZUXZJICZ-QCUYGVNKSA-N,C1CCC(CCC2CCCC3C2CCC3C2CCC(C3CCCC3)C2)CC1,True,,,
CHEMBL4105164,CHEMBL4105164,agonist,medium,2,2,1,CHEMBL4052151,CHEMBL4049451,EC50,Agonist activity at recombinant human adenosine A2A receptor expressed in CHO cell membranes assessed as stimulation of adenylyl cyclase activity by [alpha-32P]ATP assay,CCn1nnc([C@H]2O[C@@H](n3cnc4c(NCC5CC5)nc(Cl)nc43)[C@H](O)[C@@H]2O)n1,DOZMWPJBLAQTHM-BQVMBELUSA-N,C1CCC(C2CCC(C3CCC4C(CCC5CC5)CCCC43)C2)C1,True,,,
CHEMBL4105473,CHEMBL4105473,agonist,medium,3,3,1,CHEMBL4048590,CHEMBL4043287,EC50,Agonist activity at human A2A-AR expressed in FlpIn-CHO cells assessed as inhibition of forskolin-stimulated cAMP accumulation preincubated for 40 mins followed by forskolin addition measured after 30 mins by Alphascreen assay,O=C(NCCCCCCNc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O)c1ccc(-c2scc(C(=O)c3ccccc3)c2-c2cccc(C(F)(F)F)c2)cc1,IFIOYCIYNUYHOU-YXZGYBPRSA-N,CC(CCCCCCCCC1CCCC2C(C3CCCC3)CCC12)C1CCC(C2CCC(C(C)C3CCCCC3)C2C2CCCCC2)CC1,False,,,
CHEMBL4451303,CHEMBL4451303,agonist,medium,2,2,1,CHEMBL4430990,CHEMBL4428125,Activity,Agonist activity at recombinant human A2A receptor expressed in CHO cells assessed as increase in forskolin-induced cAMP level at at 10 uM preincubated for 20 mins prior to forskolin-stimulation measure after 5 mins by liquid scintillation counting method,Cn1c(=O)c2c(nc3n2CCN([C@@H]2CCCc4ccccc42)C3)n(C)c1=O,GEMWFQCNZGPNFF-OAHLLOKOSA-N,CC1CC(C)C2C(C1)CC1CC(C3CCCC4CCCCC43)CCC12,True,,,
CHEMBL4540395,CHEMBL4540395,agonist,medium,2,2,1,CHEMBL4430990,CHEMBL4428125,Activity,Agonist activity at recombinant human A2A receptor expressed in CHO cells assessed as increase in forskolin-induced cAMP level at at 10 uM preincubated for 20 mins prior to forskolin-stimulation measure after 5 mins by liquid scintillation counting method,Cn1c(=O)c2c(nc3n2CCN(Cc2csc(-c4cccs4)n2)C3)n(C)c1=O,YQRZRTIMIDGUQW-UHFFFAOYSA-N,CC1CC(C)C2C(C1)CC1CC(CC3CCC(C4CCCC4)C3)CCC12,True,,,
CHEMBL4549506,CHEMBL4549506,agonist,medium,2,2,1,CHEMBL4430990,CHEMBL4428125,Activity,Agonist activity at recombinant human A2A receptor expressed in CHO cells assessed as increase in forskolin-induced cAMP level at at 10 uM preincubated for 20 mins prior to forskolin-stimulation measure after 5 mins by liquid scintillation counting method,Cn1c(=O)c2c(nc3n2CCN(Cc2csc(-c4ccc(C(F)(F)F)cc4)n2)C3)n(C)c1=O,ZQRIIWBOYPCWHS-UHFFFAOYSA-N,CC1CC(C)C2C(C1)CC1CC(CC3CCC(C4CCCCC4)C3)CCC12,True,,,
CHEMBL4582207,CHEMBL4582207,agonist,medium,2,2,1,CHEMBL4430990,CHEMBL4428125,Activity,Agonist activity at recombinant human A2A receptor expressed in CHO cells assessed as increase in forskolin-induced cAMP level at at 10 uM preincubated for 20 mins prior to forskolin-stimulation measure after 5 mins by liquid scintillation counting method,Cn1c(=O)c2c(nc3n2CCN(CCCc2ccc(Cl)cc2)C3)n(C)c1=O,OOVWJQCYDXLQQI-UHFFFAOYSA-N,CC1CC(C)C2C(C1)CC1CC(CCCC3CCCCC3)CCC12,True,,,
CHEMBL5171042,CHEMBL5171042,agonist,medium,2,2,1,CHEMBL5099262,CHEMBL5096218,EC50,Agonist activity at human adenosine A2A receptor expressed in CHO-K1 cells assessed as inhibition of forskolin-induced cAMP accumulation incubated for 30 mins by LANCE ultra assay,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N[C@@H]4CCC[C@H]4Oc4ccccc4)ncnc32)[C@H](O)[C@@H]1O,MNMRRFAISKIFMJ-SLHDEKGNSA-N,C1CCC(CC2CCCC2CC2CCCC3C(C4CCCC4)CCC23)CC1,True,,,
CHEMBL5174429,CHEMBL5174429,agonist,medium,2,2,1,CHEMBL5099262,CHEMBL5096218,EC50,Agonist activity at human adenosine A2A receptor expressed in CHO-K1 cells assessed as inhibition of forskolin-induced cAMP accumulation incubated for 30 mins by LANCE ultra assay,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N[C@@H]4CCC[C@H]4Oc4cccc(Cl)c4)ncnc32)[C@H](O)[C@@H]1O,KDVVGWMFXLSEQE-SLHDEKGNSA-N,C1CCC(CC2CCCC2CC2CCCC3C(C4CCCC4)CCC23)CC1,True,,,
CHEMBL5184828,CHEMBL5184828,agonist,medium,2,2,1,CHEMBL5099262,CHEMBL5096218,EC50,Agonist activity at human adenosine A2A receptor expressed in CHO-K1 cells assessed as inhibition of forskolin-induced cAMP accumulation incubated for 30 mins by LANCE ultra assay,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N[C@@H]4CCC[C@H]4OCc4cccc(Cl)c4)ncnc32)[C@H](O)[C@@H]1O,OWYCVIZROVDXGH-FUWISXPPSA-N,C1CCC(CCC2CCCC2CC2CCCC3C(C4CCCC4)CCC23)CC1,True,,,
CHEMBL5186981,CHEMBL5186981,agonist,medium,2,2,1,CHEMBL5099262,CHEMBL5096218,EC50,Agonist activity at human adenosine A2A receptor expressed in CHO-K1 cells assessed as inhibition of forskolin-induced cAMP accumulation incubated for 30 mins by LANCE ultra assay,OC[C@H]1O[C@@H](n2cnc3c(N[C@@H]4CCC[C@H]4Oc4ccc(Cl)cc4)ncnc32)[C@H](O)[C@@H]1O,VKBVKOURJLIITC-CPIJZORTSA-N,C1CCC(CC2CCCC2CC2CCCC3C(C4CCCC4)CCC23)CC1,True,,,
CHEMBL5187330,CHEMBL5187330,agonist,medium,2,2,1,CHEMBL5099262,CHEMBL5096218,EC50,Agonist activity at human adenosine A2A receptor expressed in CHO-K1 cells assessed as inhibition of forskolin-induced cAMP accumulation incubated for 30 mins by LANCE ultra assay,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N[C@@H]4CCC[C@H]4Oc4cccc(OC)c4)ncnc32)[C@H](O)[C@@H]1O,RTDGLSRULFVAFC-FUWISXPPSA-N,C1CCC(CC2CCCC2CC2CCCC3C(C4CCCC4)CCC23)CC1,True,,,
CHEMBL5188601,CHEMBL5188601,agonist,medium,2,2,1,CHEMBL5099262,CHEMBL5096218,EC50,Agonist activity at human adenosine A2A receptor expressed in CHO-K1 cells assessed as inhibition of forskolin-induced cAMP accumulation incubated for 30 mins by LANCE ultra assay,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N[C@@H]4CCC[C@H]4Oc4ccc(C(C)(C)C)cc4)ncnc32)[C@H](O)[C@@H]1O,JVXGEBRJMNHODI-CVNFAVJWSA-N,C1CCC(CC2CCCC2CC2CCCC3C(C4CCCC4)CCC23)CC1,True,,,
CHEMBL5191989,CHEMBL5191989,agonist,medium,2,2,1,CHEMBL5099262,CHEMBL5096218,EC50,Agonist activity at human adenosine A2A receptor expressed in CHO-K1 cells assessed as inhibition of forskolin-induced cAMP accumulation incubated for 30 mins by LANCE ultra assay,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N[C@@H]4CCC[C@H]4Oc4ccc(Cl)cc4)ncnc32)[C@H](O)[C@@H]1O,QHCCYMQVQIXGMM-SLHDEKGNSA-N,C1CCC(CC2CCCC2CC2CCCC3C(C4CCCC4)CCC23)CC1,True,,,
CHEMBL5195714,CHEMBL5195714,agonist,medium,2,2,1,CHEMBL5099262,CHEMBL5096218,EC50,Agonist activity at human adenosine A2A receptor expressed in CHO-K1 cells assessed as inhibition of forskolin-induced cAMP accumulation incubated for 30 mins by LANCE ultra assay,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N[C@@H]4CCC[C@H]4Oc4ccccc4Cl)ncnc32)[C@H](O)[C@@H]1O,GGSMZHDDHVZCIH-IADDZVCRSA-N,C1CCC(CC2CCCC2CC2CCCC3C(C4CCCC4)CCC23)CC1,True,,,
CHEMBL5197358,CHEMBL5197358,agonist,medium,2,2,1,CHEMBL5099262,CHEMBL5096218,EC50,Agonist activity at human adenosine A2A receptor expressed in CHO-K1 cells assessed as inhibition of forskolin-induced cAMP accumulation incubated for 30 mins by LANCE ultra assay,OC[C@H]1O[C@@H](n2cnc3c(N[C@@H]4CCC[C@H]4Oc4ccccc4Cl)ncnc32)[C@H](O)[C@@H]1O,TXRYRWFBJHQBFA-WHRBDNGYSA-N,C1CCC(CC2CCCC2CC2CCCC3C(C4CCCC4)CCC23)CC1,True,,,
CHEMBL5199871,CHEMBL5199871,agonist,medium,2,2,1,CHEMBL5099262,CHEMBL5096218,EC50,Agonist activity at human adenosine A2A receptor expressed in CHO-K1 cells assessed as inhibition of forskolin-induced cAMP accumulation incubated for 30 mins by LANCE ultra assay,OC[C@H]1O[C@@H](n2cnc3c(N[C@@H]4CCC[C@H]4OCc4ccccc4Cl)ncnc32)[C@H](O)[C@@H]1O,LFZLXYTXUUROTO-NKYRPOHVSA-N,C1CCC(CCC2CCCC2CC2CCCC3C(C4CCCC4)CCC23)CC1,True,,,
CHEMBL5201013,CHEMBL5201013,agonist,medium,2,2,1,CHEMBL5099262,CHEMBL5096218,EC50,Agonist activity at human adenosine A2A receptor expressed in CHO-K1 cells assessed as inhibition of forskolin-induced cAMP accumulation incubated for 30 mins by LANCE ultra assay,COc1cccc(O[C@@H]2CCC[C@H]2Nc2ncnc3c2ncn3[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c1,BXIXAVMJHWVWHC-NKYRPOHVSA-N,C1CCC(CC2CCCC2CC2CCCC3C(C4CCCC4)CCC23)CC1,True,,,
CHEMBL5203632,CHEMBL5203632,agonist,medium,2,2,1,CHEMBL5099262,CHEMBL5096218,EC50,Agonist activity at human adenosine A2A receptor expressed in CHO-K1 cells assessed as inhibition of forskolin-induced cAMP accumulation incubated for 30 mins by LANCE ultra assay,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N[C@@H]4CCC[C@H]4Oc4cccc(Br)c4)ncnc32)[C@H](O)[C@@H]1O,LVIKZWXKFIGZQJ-SLHDEKGNSA-N,C1CCC(CC2CCCC2CC2CCCC3C(C4CCCC4)CCC23)CC1,True,,,
CHEMBL5205907,CHEMBL5205907,agonist,medium,2,2,1,CHEMBL5099262,CHEMBL5096218,EC50,Agonist activity at human adenosine A2A receptor expressed in CHO-K1 cells assessed as inhibition of forskolin-induced cAMP accumulation incubated for 30 mins by LANCE ultra assay,OC[C@H]1O[C@@H](n2cnc3c(N[C@@H]4CCC[C@H]4Oc4cccc(Cl)c4)ncnc32)[C@H](O)[C@@H]1O,UFEKBPHSPFQBDC-CPIJZORTSA-N,C1CCC(CC2CCCC2CC2CCCC3C(C4CCCC4)CCC23)CC1,True,,,
CHEMBL5208245,CHEMBL5208245,agonist,medium,2,2,1,CHEMBL5099262,CHEMBL5096218,EC50,Agonist activity at human adenosine A2A receptor expressed in CHO-K1 cells assessed as inhibition of forskolin-induced cAMP accumulation incubated for 30 mins by LANCE ultra assay,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N[C@@H]4CCC[C@H]4OCc4ccccc4Cl)ncnc32)[C@H](O)[C@@H]1O,GLDGDDVMMVDRIF-FUWISXPPSA-N,C1CCC(CCC2CCCC2CC2CCCC3C(C4CCCC4)CCC23)CC1,True,,,
CHEMBL2024116,CHEMBL2024116,antagonist,medium,2,2,1,CHEMBL4701050,CHEMBL4699449,IC50,Antagonist activity at human adenosine 2A receptor expressed in CHO-K1 cells assessed as reduction in cAMP level in presence of 10 uM adenosine by fluorescent Assay,Cc1cc(-c2nnc(N)nc2-c2ccc(F)cc2)cc(C)n1,NEYZTILMBRSITP-UHFFFAOYSA-N,C1CCC(C2CCCCC2C2CCCCC2)CC1,True,,,
CHEMBL2382434,CHEMBL2382434,antagonist,medium,2,2,1,CHEMBL2382682,CHEMBL2380255,Activity,Antagonist activity at human adenosine A2A receptor expressed in CHO cells assessed as decrease in NECA-induced cAMP accumulation up to 20 uM incubated for 10 mins followed by NECA induction for 15 mins measured after 60 mins by liquid scintillation counting analysis in presence of [3H]cAMP,O=C(CCCc1ccccc1)Nc1nc2ccccc2c(=O)s1,QMBOZLGNPMVERZ-UHFFFAOYSA-N,CC(CCCC1CCCCC1)CC1CC(C)C2CCCCC2C1,True,,,
CHEMBL3827859,CHEMBL3827859,antagonist,medium,2,2,1,CHEMBL3831106,CHEMBL3826885,EC50,Antagonist activity at human adenosine receptor A2a expressed in CHO cell membranes assessed as inhibition of NECA-induced cAMP accumulation measured as NECA EC50 at 5 uM incubated for 15 mins in presence of [3H]cAMP by liquid scintillation counting (Rvb = 68 nM),CCN(CC)CCOc1ccc(CCN2CCCn3c2nc2c3c(=O)n(C)c(=O)n2C)cc1,LKZCACKRMPMZHI-UHFFFAOYSA-N,CC1CC(C)C2C(C1)CC1C(CCC3CCCCC3)CCCC12,True,,,
CHEMBL3904408,CHEMBL3904408,antagonist,medium,2,2,1,CHEMBL3878910,CHEMBL3877301,IC50,Antagonist activity against human adenosine A2A receptor expressed in CHO cells assessed as inhibition of CGS21680-stimulated cAMP accumulation measured after 150 mins in presence of [3H]cAMP by scintillation counting method,COc1cccc(CNc2nc(N)c3nc(-c4ccco4)sc3n2)c1,MKZQUSYQWOCDQS-UHFFFAOYSA-N,C1CCC(CCC2CCC3CC(C4CCCC4)CC3C2)CC1,True,,,
CHEMBL3908770,CHEMBL3908770,antagonist,medium,2,2,1,CHEMBL3878910,CHEMBL3877301,IC50,Antagonist activity against human adenosine A2A receptor expressed in CHO cells assessed as inhibition of CGS21680-stimulated cAMP accumulation measured after 150 mins in presence of [3H]cAMP by scintillation counting method,Nc1nc(NCCc2ccc(O)cc2)nc2sc(-c3ccco3)nc12,PAERJGTURZDOCC-UHFFFAOYSA-N,C1CCC(CCCC2CCC3CC(C4CCCC4)CC3C2)CC1,True,,,
CHEMBL3931329,CHEMBL3931329,antagonist,medium,2,2,1,CHEMBL3878910,CHEMBL3877301,IC50,Antagonist activity against human adenosine A2A receptor expressed in CHO cells assessed as inhibition of CGS21680-stimulated cAMP accumulation measured after 150 mins in presence of [3H]cAMP by scintillation counting method,COc1ccc(CNc2nc(N)c3nc(-c4ccco4)sc3n2)cc1,SRYURLBYUDXQGJ-UHFFFAOYSA-N,C1CCC(CCC2CCC3CC(C4CCCC4)CC3C2)CC1,True,,,
CHEMBL3932413,CHEMBL3932413,antagonist,medium,2,2,1,CHEMBL3878910,CHEMBL3877301,IC50,Antagonist activity against human adenosine A2A receptor expressed in CHO cells assessed as inhibition of CGS21680-stimulated cAMP accumulation measured after 150 mins in presence of [3H]cAMP by scintillation counting method,Nc1nc(NCc2cccc(O)c2)nc2sc(-c3ccco3)nc12,CXAWOAYZDCLTRY-UHFFFAOYSA-N,C1CCC(CCC2CCC3CC(C4CCCC4)CC3C2)CC1,True,,,
CHEMBL3934626,CHEMBL3934626,antagonist,medium,2,2,1,CHEMBL3878910,CHEMBL3877301,IC50,Antagonist activity against human adenosine A2A receptor expressed in CHO cells assessed as inhibition of CGS21680-stimulated cAMP accumulation measured after 150 mins in presence of [3H]cAMP by scintillation counting method,COc1ccc(CCNc2nc(N)c3nc(-c4ccco4)sc3n2)cc1,OXEWCLDNMVANSV-UHFFFAOYSA-N,C1CCC(CCCC2CCC3CC(C4CCCC4)CC3C2)CC1,True,,,
CHEMBL3935610,CHEMBL3935610,antagonist,medium,2,2,1,CHEMBL3878910,CHEMBL3877301,IC50,Antagonist activity against human adenosine A2A receptor expressed in CHO cells assessed as inhibition of CGS21680-stimulated cAMP accumulation measured after 150 mins in presence of [3H]cAMP by scintillation counting method,Nc1nc(NCCc2ccccc2)nc2sc(-c3ccco3)nc12,UNFCWBZGDOODJH-UHFFFAOYSA-N,C1CCC(CCCC2CCC3CC(C4CCCC4)CC3C2)CC1,True,,,
CHEMBL3950142,CHEMBL3950142,antagonist,medium,2,2,1,CHEMBL3878910,CHEMBL3877301,IC50,Antagonist activity against human adenosine A2A receptor expressed in CHO cells assessed as inhibition of CGS21680-stimulated cAMP accumulation measured after 150 mins in presence of [3H]cAMP by scintillation counting method,Nc1nc(NCc2ccccc2)nc2sc(-c3ccco3)nc12,QZEPJEUDQPCBBQ-UHFFFAOYSA-N,C1CCC(CCC2CCC3CC(C4CCCC4)CC3C2)CC1,True,,,
