chembl_id,molecule_name,standardized_smiles,standardized_inchikey,functional_activity_rows,unique_assays,unique_documents,representative_assay,representative_document,representative_readout,representative_description,reviewer,decision,evidence_tier,source_checked,review_notes,reviewed_at_utc
CHEMBL113142,ZM-241385,Nc1nc(NCCc2ccc(O)cc2)nc2nc(-c3ccco3)nn12,PWTBZOIUWZOPFT-UHFFFAOYSA-N,9,7,5,CHEMBL5616314,CHEMBL5614411,EC50,Antagonist activity at human Adenosine receptor A2a transfected in HEK293 cells co-expressing CRE-luciferase plasmid assessed as reduction in CRE promoter activity by measuring effective concentration incubated for 18 hrs by luciferase based CRE reporter assay,Tharran,,,,,
CHEMBL477,ADENOSINE,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,OIRDTQYFTABQOQ-KQYNXXCUSA-N,5,5,4,CHEMBL5099262,CHEMBL5096218,EC50,Agonist activity at human adenosine A2A receptor expressed in CHO-K1 cells assessed as inhibition of forskolin-induced cAMP accumulation incubated for 30 mins by LANCE ultra assay,Tharran,,,,,
CHEMBL4297184,CIFORADENANT,Cc1ccc(-c2nc(N)nc3c2nnn3Cc2cccc(CO[C@H]3CCOC3)n2)o1,KURQKNMKCGYWRJ-HNNXBMFYSA-N,8,8,3,CHEMBL4701023,CHEMBL4699449,IC50,Antagonist activity at human adenosine 2A receptor expressed in HEK293 cells assessed as inhibition of NECA-induced cAMP by immunoassay,Tharran,,,,,
CHEMBL5203469,CHEMBL5203469,CCCCC#Cc1nc(N)c2nc(-c3cccs3)n([C@@H]3OC[C@@H](O)[C@H]3O)c2n1,MUHXGASCCALSAJ-PRIMNGNOSA-N,5,5,2,CHEMBL5130200,CHEMBL5126612,EC50,Antagonist activity at wild type human A2AAR expressed in CHO cells assessed as inhibition of CGS21680-induced cAMP accumulation preincubated for 20 mins followed by CGS21680 addition and measured after 20 mins by by alpha screen assay,Tharran,,,,,
CHEMBL4104819,CHEMBL4104819,Nc1sc(-c2ccc(C(=O)NCCCCCCNc3ncnc4c3ncn4[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)cc2)c(-c2cccc(C(F)(F)F)c2)c1C(=O)c1ccccc1,XLCQNEBOQXQNGA-IYRWRCLLSA-N,4,4,2,CHEMBL5124853,CHEMBL5120905,EC50,Agonist activity at human A2A receptor expressed in Flp-In-CHO cells assessed as cAMP accumulation incubated for 30 mins by LANCE cAMP assay,Tharran,,,,,
CHEMBL3414940,CHEMBL3414940,CCn1nnc([C@H]2O[C@@H](n3cnc4c(NC5CC5)ncnc43)[C@H](O)[C@@H]2O)n1,DEVAFUMPTPLYOY-BQVMBELUSA-N,4,3,2,CHEMBL3420494,CHEMBL3414438,EC50,Agonist activity at human recombinant adenosine A2A receptor transfected in CHO cells assessed as induction of adenylyl cyclase activity,Tharran,,,,,
CHEMBL3414941,CHEMBL3414941,CCn1nnc([C@H]2O[C@@H](n3cnc4c(NC5CC5)nc(Cl)nc43)[C@H](O)[C@@H]2O)n1,IRRXNCFETDOCCQ-AEISUSGSSA-N,4,3,2,CHEMBL3420494,CHEMBL3414438,EC50,Agonist activity at human recombinant adenosine A2A receptor transfected in CHO cells assessed as induction of adenylyl cyclase activity,Tharran,,,,,
CHEMBL186113,GW-328267,CCn1nnc([C@H]2O[C@@H](n3cnc4c(N)nc(N[C@H](CO)Cc5ccccc5)nc43)[C@H](O)[C@@H]2O)n1,FLBKPDIBGNWXMT-NIQZGXKPSA-N,3,3,2,CHEMBL2187058,CHEMBL2177029,EC50,Agonist activity at human recombinant adenosine A2A receptor expressed in CHO cells assessed as induction of cyclic AMP production,Tharran,,,,,
CHEMBL1087189,CHEMBL1087189,Nc1nc(-c2ccccc2)c2c(n1)-c1cc(CN3CCCC3)ccc1C2=O,NZMLWAPHUUXPMQ-UHFFFAOYSA-N,2,2,2,CHEMBL2167687,CHEMBL2163234,Ki,Antagonist activity at human Adenosine receptor A2a assessed as inhibition of cAMP production,Tharran,,,,,
CHEMBL1095488,CHEMBL1095488,Nc1nc(-c2ccccc2)c2c(n1)-c1cc(OCCN3CCOCC3)ccc1C2=O,BCDASHXLAMCATI-UHFFFAOYSA-N,2,2,2,CHEMBL2167687,CHEMBL2163234,Ki,Antagonist activity at human Adenosine receptor A2a assessed as inhibition of cAMP production,Tharran,,,,,
CHEMBL17127,SCH-58261,Nc1nc2c(cnn2CCc2ccccc2)c2nc(-c3ccco3)nn12,UTLPKQYUXOEJIL-UHFFFAOYSA-N,2,2,2,CHEMBL1105453,CHEMBL1156165,Activity,Antagonist activity at human adenosine A2A receptor expressed in HEK293 cells assessed as inhibition of NECA-induced intracellular cAMP accumulation at 100 nM after 24 hrs (Rvb= 0.40 pmol/ml),Tharran,,,,,
CHEMBL197669,ST1535,CCCCc1nc(N)c2nc(-n3nccn3)n(C)c2n1,CYYQMAWUIRPCNW-UHFFFAOYSA-N,2,2,2,CHEMBL2384073,CHEMBL2380258,Ki,Antagonist activity at human adenosine A2A receptor assessed as cAMP level by cell based assay,Tharran,,,,,
CHEMBL3222055,CHEMBL3222055,Nc1nc(-c2ccco2)nc2sc(CN3CCOCC3)cc12,WKCYYQAUFYIEID-UHFFFAOYSA-N,2,2,2,CHEMBL3223903,CHEMBL3217453,Ki,Antagonist activity at human adenosine A2A receptor expressed in CHO-K1 cells preincubated for 15 mins before NECA addition measured after 5.5 to 6 hrs by beta-galactosidase reporter gene assay,Tharran,,,,,
CHEMBL3222061,CHEMBL3222061,Nc1nc(-c2ccco2)nc2sc(CN3CCCC(F)(F)C3)cc12,KYXCXHCFXDUHNI-UHFFFAOYSA-N,2,2,2,CHEMBL3223903,CHEMBL3217453,Ki,Antagonist activity at human adenosine A2A receptor expressed in CHO-K1 cells preincubated for 15 mins before NECA addition measured after 5.5 to 6 hrs by beta-galactosidase reporter gene assay,Tharran,,,,,
CHEMBL3222062,CHEMBL3222062,C[C@@H]1CCC[C@H](C)N1Cc1cc2c(N)nc(-c3ccco3)nc2s1,PVOIMUIDWFQGQH-TXEJJXNPSA-N,2,2,2,CHEMBL3223903,CHEMBL3217453,Ki,Antagonist activity at human adenosine A2A receptor expressed in CHO-K1 cells preincubated for 15 mins before NECA addition measured after 5.5 to 6 hrs by beta-galactosidase reporter gene assay,Tharran,,,,,
CHEMBL3317574,CHEMBL3317574,Nc1nc(CCCc2ccccc2)nc2cn(-c3ccccc3)nc12,QXNZRRSDCMNJDB-UHFFFAOYSA-N,2,2,2,CHEMBL5126857,CHEMBL5126505,Ki,Antagonist activity at human adenosine A2A receptor expressed in CHO cells assessed as inhibition of NECA-induced cAMP production measured by scintillation counter assay,Tharran,,,,,
CHEMBL4064795,CHEMBL4064795,CCOc1ccc(-c2cn3c(=O)n(-c4ccccc4)nc3c(N)n2)cc1,SHMHGBZUFQHAIL-UHFFFAOYSA-N,2,2,2,CHEMBL4012875,CHEMBL4011624,IC50,Antagonist activity at human adenosine receptor A2A expressed in CHO cell membranes assessed as inhibition of NECA-induced increase of cAMP accumulation preincubated for 10 mins followed by NECA addition measured after 10 mins by GloSensor cAMP assay,Tharran,,,,,
CHEMBL458242,CHEMBL458242,COc1cncc(-c2cc(NC(C)=O)nc(-n3nc(C)cc3C)n2)c1,ZPOFECDYIXUBJD-UHFFFAOYSA-N,2,2,2,CHEMBL950440,CHEMBL1152277,IC50,Antagonist activity at human adenosine A2A receptor expressed in CHO cells assessed as inhibition of CGS-21680-induced cAMP production,Tharran,,,,,
CHEMBL4849795,CHEMBL4849795,Nc1nc(Cc2ccccc2)cn2c1nc1ccccc12,NULDMQXOPYHTEN-UHFFFAOYSA-N,2,2,2,CHEMBL4814789,CHEMBL4813923,IC50,Antagonist activity at human A2A expressed in human HEK293 cells assessed as reduction in cAMP production preincubated for 10 mins followed by NECA stimulation and measured after 30 mins by micro plate reader method,Tharran,,,,,
CHEMBL4063841,CHEMBL4063841,Nc1sc(-c2ccc(C(=O)NCCCCCNc3ncnc4c3ncn4[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)cc2)c(-c2cccc(C(F)(F)F)c2)c1C(=O)c1ccccc1,HYJFZTMSAYHUCD-VNXSDAFKSA-N,3,3,1,CHEMBL4048590,CHEMBL4043287,EC50,Agonist activity at human A2A-AR expressed in FlpIn-CHO cells assessed as inhibition of forskolin-stimulated cAMP accumulation preincubated for 40 mins followed by forskolin addition measured after 30 mins by Alphascreen assay,Tharran,,,,,
CHEMBL5090017,CHEMBL5090017,COc1ccc(N2CCN(CCn3c(=O)cnc4c(-c5ccc(C)o5)nc(N)nc43)[C@@H](C)C2)c(F)c1,QLDKSNSJQOSBLD-HNNXBMFYSA-N,4,4,1,CHEMBL5049261,CHEMBL5046288,IC50,Antagonist activity at human A2aR expressed in HEK293 cells assessed as reduction in NECA-induced cAMP production incubated for 20 mins in presence of 20 nM NECA by GloSensor cAMP detection assay,Tharran,,,,,
CHEMBL4072009,CHEMBL4072009,Nc1sc(-c2ccccc2C(=O)NCCCCCCNc2ncnc3c2ncn3[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(-c2cccc(C(F)(F)F)c2)c1C(=O)c1ccccc1,INHVHVABDDQLDR-IYRWRCLLSA-N,3,3,1,CHEMBL4048590,CHEMBL4043287,pEC50,Agonist activity at human A2A-AR expressed in FlpIn-CHO cells assessed as inhibition of forskolin-stimulated cAMP accumulation preincubated for 40 mins followed by forskolin addition measured after 30 mins by Alphascreen assay,Tharran,,,,,
CHEMBL5562893,CHEMBL5562893,Cc1c(C#N)cccc1-c1cc(-c2cn(Cc3c[nH]c4ccc(C#N)cc34)nn2)nc(N)n1,VZXSLMMZUNIHCA-UHFFFAOYSA-N,4,4,1,CHEMBL5531816,CHEMBL5528085,IC50,Antagonist activity at human adenosine 2A receptor overexpressed in HEK293 cells preincubated for 0.5 hrs followed by NECA stimulation by GloSensor cAMP assay,Tharran,,,,,
CHEMBL5397080,CHEMBL5397080,Cc1c(C#N)cccc1-c1cc(-c2ccn(Cc3ccccc3)c(=O)c2)nc(N)n1,GROXRDPKODZSRI-UHFFFAOYSA-N,3,3,1,CHEMBL5383593,CHEMBL5380829,IC50,Antagonist activity at human adenosine A2A receptor expressed in HEK293 cells assessed as inhibition of NECA-induced cAMP accumulation pretreated for 30 mins followed by NECA induction by GloSensor assay,Tharran,,,,,
CHEMBL5439885,CHEMBL5439885,Cc1c(C#N)cccc1-c1cc(-c2ccn(CCc3ccccc3)c(=O)c2)nc(N)n1,GRPFMWNVPJZROD-UHFFFAOYSA-N,3,3,1,CHEMBL5383593,CHEMBL5380829,IC50,Antagonist activity at human adenosine A2A receptor expressed in HEK293 cells assessed as inhibition of NECA-induced cAMP accumulation pretreated for 30 mins followed by NECA induction by GloSensor assay,Tharran,,,,,
CHEMBL4075186,CHEMBL4075186,Nc1sc(-c2ccc(C(=O)NCCCCCCCNc3ncnc4c3ncn4[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)cc2)c(-c2cccc(C(F)(F)F)c2)c1C(=O)c1ccccc1,RDGGIYYOAIQPFG-VVTIBKNXSA-N,3,3,1,CHEMBL4048590,CHEMBL4043287,EC50,Agonist activity at human A2A-AR expressed in FlpIn-CHO cells assessed as inhibition of forskolin-stimulated cAMP accumulation preincubated for 40 mins followed by forskolin addition measured after 30 mins by Alphascreen assay,Tharran,,,,,
CHEMBL5619355,CHEMBL5619355,CNc1nc(C#Cc2ccccc2)nc2c1ncn2-c1ccc(O)cc1,KGEDJBOYKCCMEF-UHFFFAOYSA-N,3,3,1,CHEMBL5616314,CHEMBL5614411,EC50,Antagonist activity at human Adenosine receptor A2a transfected in HEK293 cells co-expressing CRE-luciferase plasmid assessed as reduction in CRE promoter activity by measuring effective concentration incubated for 18 hrs by luciferase based CRE reporter assay,Tharran,,,,,
CHEMBL601413,CHEMBL601413,Nc1c(C(=O)Nc2ccccc2F)sc2nc3c(cc12)C(=O)CCC3,YHFDPEYHDOTAOT-UHFFFAOYSA-N,3,3,1,CHEMBL1071497,CHEMBL1156885,Activity,"Antagonist activity at human adenosine 2A receptor expressed in HEK293 cells assessed as inhibition of 10 nM 3-(4-(2-(6-amino-9-((2R,3R,4S,5S)-5-(ethylcarbamoyl)-3,4-dihydroxytetrahydrofuran-2-yl)-9H-purin-2-ylamino)ethyl)phenyl)propanoic acid-induced intracellular cAMP production at 10 uM",Tharran,,,,,
CHEMBL4076495,CHEMBL4076495,Nc1sc(-c2ccc(C(=O)NCCCCCCNc3ncnc4c3ncn4[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)cc2)cc1C(=O)c1ccccc1,RSKKOALBKRBUAX-QMEWKUSNSA-N,3,3,1,CHEMBL4048590,CHEMBL4043287,EC50,Agonist activity at human A2A-AR expressed in FlpIn-CHO cells assessed as inhibition of forskolin-stimulated cAMP accumulation preincubated for 40 mins followed by forskolin addition measured after 30 mins by Alphascreen assay,Tharran,,,,,
CHEMBL431770,ISTRADEFYLLINE,CCn1c(=O)c2c(nc(/C=C/c3ccc(OC)c(OC)c3)n2C)n(CC)c1=O,IQVRBWUUXZMOPW-PKNBQFBNSA-N,3,2,1,CHEMBL2384072,CHEMBL2380258,IC50,Antagonist activity at recombinant human adenosine A2A receptor expressed in CHO cells assessed as inhibition of NECA-induced cAMP production after 60 mins,Tharran,,,,,
CHEMBL2024116,CHEMBL2024116,Cc1cc(-c2nnc(N)nc2-c2ccc(F)cc2)cc(C)n1,NEYZTILMBRSITP-UHFFFAOYSA-N,2,2,1,CHEMBL4701050,CHEMBL4699449,IC50,Antagonist activity at human adenosine 2A receptor expressed in CHO-K1 cells assessed as reduction in cAMP level in presence of 10 uM adenosine by fluorescent Assay,Tharran,,,,,
CHEMBL2382434,CHEMBL2382434,O=C(CCCc1ccccc1)Nc1nc2ccccc2c(=O)s1,QMBOZLGNPMVERZ-UHFFFAOYSA-N,2,2,1,CHEMBL2382682,CHEMBL2380255,Activity,Antagonist activity at human adenosine A2A receptor expressed in CHO cells assessed as decrease in NECA-induced cAMP accumulation up to 20 uM incubated for 10 mins followed by NECA induction for 15 mins measured after 60 mins by liquid scintillation counting analysis in presence of [3H]cAMP,Tharran,,,,,
CHEMBL4078771,CHEMBL4078771,O=C(NCCCCCCNc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O)c1cccc(-c2cc(C(=O)c3ccccc3)cs2)c1,VNLXNZKBNFBWLX-DBBYQSBISA-N,3,3,1,CHEMBL4048590,CHEMBL4043287,EC50,Agonist activity at human A2A-AR expressed in FlpIn-CHO cells assessed as inhibition of forskolin-stimulated cAMP accumulation preincubated for 40 mins followed by forskolin addition measured after 30 mins by Alphascreen assay,Tharran,,,,,
CHEMBL3827859,CHEMBL3827859,CCN(CC)CCOc1ccc(CCN2CCCn3c2nc2c3c(=O)n(C)c(=O)n2C)cc1,LKZCACKRMPMZHI-UHFFFAOYSA-N,2,2,1,CHEMBL3831106,CHEMBL3826885,EC50,Antagonist activity at human adenosine receptor A2a expressed in CHO cell membranes assessed as inhibition of NECA-induced cAMP accumulation measured as NECA EC50 at 5 uM incubated for 15 mins in presence of [3H]cAMP by liquid scintillation counting (Rvb = 68 nM),Tharran,,,,,
CHEMBL3904408,CHEMBL3904408,COc1cccc(CNc2nc(N)c3nc(-c4ccco4)sc3n2)c1,MKZQUSYQWOCDQS-UHFFFAOYSA-N,2,2,1,CHEMBL3878910,CHEMBL3877301,IC50,Antagonist activity against human adenosine A2A receptor expressed in CHO cells assessed as inhibition of CGS21680-stimulated cAMP accumulation measured after 150 mins in presence of [3H]cAMP by scintillation counting method,Tharran,,,,,
CHEMBL4081224,CHEMBL4081224,Nc1cc(-c2cccc(C(F)(F)F)c2)c(-c2ccc(C(=O)NCCCCCCNc3ncnc4c3ncn4[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)cc2)s1,LYERBOIYNGNNDJ-PAGZJXIJSA-N,3,3,1,CHEMBL4048590,CHEMBL4043287,EC50,Agonist activity at human A2A-AR expressed in FlpIn-CHO cells assessed as inhibition of forskolin-stimulated cAMP accumulation preincubated for 40 mins followed by forskolin addition measured after 30 mins by Alphascreen assay,Tharran,,,,,
